seconds_elapsed,speed_ms,speed_percent,direction_percent,direction_enum,direction_angle_deg
0.310903,0.02617513943374435,0.5,-9.7,STRAIGHT,-4.4
0.320932,0.027535881914053675,0.6,-9.2,STRAIGHT,-4.2
0.330961,0.028893103344791657,0.6,-8.5,STRAIGHT,-3.8
0.340991,0.030237733654158095,0.6,-7.5,STRAIGHT,-3.4
0.35102,0.03155983439486692,0.6,-6.4,STRAIGHT,-2.9
0.36105,0.03284955823214744,0.7,-5.2,STRAIGHT,-2.4
0.371079,0.03409634537368426,0.7,-4.0,STRAIGHT,-1.8
0.381107,0.03528976000611099,0.7,-2.8,STRAIGHT,-1.3
0.391136,0.036419236553445165,0.7,-1.8,STRAIGHT,-0.8
0.401166,0.03747421388877478,0.7,-0.8,STRAIGHT,-0.4
0.411195,0.03844442835155282,0.8,-0.1,STRAIGHT,-0.0
0.421224,0.03931984713500234,0.8,0.5,STRAIGHT,0.2
0.431253,0.040091193530773256,0.8,0.9,STRAIGHT,0.4
0.441282,0.04074966840551942,0.8,1.1,STRAIGHT,0.5
0.451311,0.04128755573238314,0.8,1.2,STRAIGHT,0.5
0.46134,0.041697870301668195,0.8,1.1,STRAIGHT,0.5
0.471369,0.04197473334044814,0.8,1.0,STRAIGHT,0.4
0.481398,0.04211348869665194,0.8,0.8,STRAIGHT,0.3
0.491428,0.04211075407666751,0.8,0.5,STRAIGHT,0.2
0.501458,0.04196450180458451,0.8,0.3,STRAIGHT,0.1
0.511487,0.041674170653427954,0.8,0.0,STRAIGHT,0.0
0.521516,0.04124061594512309,0.8,-0.2,STRAIGHT,-0.1
0.531545,0.040666180066410075,0.8,-0.3,STRAIGHT,-0.2
0.541573,0.039954714216831264,0.8,-0.4,STRAIGHT,-0.2
0.551603,0.03911145559815135,0.8,-0.5,STRAIGHT,-0.2
0.561633,0.03814295102237141,0.8,-0.5,STRAIGHT,-0.2
0.571662,0.037057360378110984,0.7,-0.5,STRAIGHT,-0.2
0.58169,0.03586384438254982,0.7,-0.5,STRAIGHT,-0.2
0.591719,0.03457232655493261,0.7,-0.4,STRAIGHT,-0.2
0.601749,0.03319390655370347,0.7,-0.4,STRAIGHT,-0.2
0.611777,0.031740414038683204,0.6,-0.3,STRAIGHT,-0.1
0.621806,0.030223964923764435,0.6,-0.2,STRAIGHT,-0.1
0.631836,0.02865686102944559,0.6,-0.1,STRAIGHT,-0.1
0.641865,0.027051944756048198,0.5,-0.1,STRAIGHT,-0.0
0.651895,0.025421442676120853,0.5,0.0,STRAIGHT,0.0
0.661924,0.023776896001173782,0.5,0.0,STRAIGHT,0.0
0.671953,0.022129490778936778,0.4,0.1,STRAIGHT,0.0
0.681981,0.02048962729481074,0.4,0.1,STRAIGHT,0.0
0.69201,0.018866312873377755,0.4,0.1,STRAIGHT,0.0
0.702041,0.01726738707203184,0.3,0.1,STRAIGHT,0.0
0.712069,0.015699919022129596,0.3,0.0,STRAIGHT,0.0
0.722098,0.014169034220362451,0.3,-0.0,STRAIGHT,-0.0
0.732127,0.012678319482837555,0.3,-0.1,STRAIGHT,-0.0
0.742156,0.011230344206480728,0.2,-0.1,STRAIGHT,-0.1
0.752185,0.009826182133435269,0.2,-0.2,STRAIGHT,-0.1
0.762215,0.008465391543358196,0.2,-0.3,STRAIGHT,-0.1
0.772244,0.007146855159779944,0.1,-0.3,STRAIGHT,-0.1
0.782273,0.0058681301872896,0.1,-0.3,STRAIGHT,-0.1
0.792302,0.004626038537820669,0.1,-0.3,STRAIGHT,-0.1
0.802331,0.003416590263336193,0.1,-0.3,STRAIGHT,-0.1
0.81236,0.002235763124445437,0.0,-0.2,STRAIGHT,-0.1
0.822389,0.0010793021582104264,0.0,-0.1,STRAIGHT,-0.0
0.83242,5.701980687511131e-05,0.0,0.1,STRAIGHT,0.0
0.842449,0.0011765712555409779,0.0,0.2,STRAIGHT,0.1
0.852478,0.0022822803766897335,0.0,0.4,STRAIGHT,0.2
0.862507,0.0033763683387619033,0.1,0.6,STRAIGHT,0.3
0.872536,0.0044594469208442825,0.1,0.8,STRAIGHT,0.4
0.882564,0.005530639959082326,0.1,0.9,STRAIGHT,0.4
0.892594,0.006587509217189386,0.1,0.9,STRAIGHT,0.4
0.902624,0.00762573041711528,0.2,0.8,STRAIGHT,0.4
0.912653,0.008638547562007598,0.2,0.5,STRAIGHT,0.2
0.922681,0.009617242212493894,0.2,0.1,STRAIGHT,0.1
0.93271,0.010550978644761677,0.2,-0.5,STRAIGHT,-0.2
0.94274,0.011426274136984623,0.2,-1.3,STRAIGHT,-0.6
0.952769,0.01222729175426653,0.2,-2.3,STRAIGHT,-1.0
0.962798,0.012935974347037598,0.3,-3.4,STRAIGHT,-1.5
0.972827,0.013531849045445516,0.3,-4.6,STRAIGHT,-2.1
0.982856,0.01399247938342233,0.3,-5.8,STRAIGHT,-2.6
0.992885,0.01429355693915924,0.3,-7.0,STRAIGHT,-3.1
1.002915,0.014409015908341398,0.3,-7.9,STRAIGHT,-3.6
1.012943,0.014311450889654269,0.3,-8.7,STRAIGHT,-3.9
1.022972,0.013972429593468892,0.3,-9.1,STRAIGHT,-4.1
1.033002,0.013362812437626681,0.3,-9.1,STRAIGHT,-4.1
1.043031,0.012453383486045305,0.2,-8.7,STRAIGHT,-3.9
1.05306,0.011215228754806168,0.2,-7.9,STRAIGHT,-3.5
1.063089,0.009619807386244362,0.2,-6.7,STRAIGHT,-3.0
1.073118,0.007640077095519263,0.2,-5.1,STRAIGHT,-2.3
1.083147,0.005250896048547022,0.1,-3.4,STRAIGHT,-1.5
1.093177,0.0024288826189720774,0.0,-1.5,STRAIGHT,-0.7
1.103206,0.0008455955232840946,0.0,0.4,STRAIGHT,0.2
1.113235,0.004589073434327691,0.1,2.2,STRAIGHT,1.0
1.123264,0.008814896517791297,0.2,3.7,STRAIGHT,1.7
1.133293,0.013531693266850664,0.3,5.0,STRAIGHT,2.2
1.143323,0.0187429012246186,0.4,5.9,STRAIGHT,2.6
1.153353,0.02444735084357337,0.5,6.3,STRAIGHT,2.8
1.163382,0.0306371957823096,0.6,6.4,STRAIGHT,2.9
1.173411,0.03729944667743611,0.7,6.0,STRAIGHT,2.7
1.18344,0.04441621463441274,0.9,5.4,STRAIGHT,2.4
1.193469,0.051961910356258946,1.0,4.4,STRAIGHT,2.0
1.203497,0.059905716114977504,1.2,3.3,STRAIGHT,1.5
1.213527,0.06821042265775518,1.4,2.1,STRAIGHT,1.0
1.223556,0.07683141408010885,1.5,0.9,STRAIGHT,0.4
1.233585,0.0857194526959394,1.7,-0.2,STRAIGHT,-0.1
1.243614,0.09482051392336256,1.9,-1.2,STRAIGHT,-0.6
1.253643,0.10407464172499456,2.1,-2.1,STRAIGHT,-0.9
1.263672,0.1134170340092398,2.3,-2.7,STRAIGHT,-1.2
1.273702,0.12277938896844545,2.5,-3.1,STRAIGHT,-1.4
1.283731,0.1320874389457005,2.6,-3.2,STRAIGHT,-1.4
1.29376,0.1412668691016673,2.8,-3.0,STRAIGHT,-1.4
1.303789,0.1502414865149846,3.0,-2.7,STRAIGHT,-1.2
1.313818,0.15893183265217972,3.2,-2.1,STRAIGHT,-0.9
1.323847,0.1672600716336563,3.3,-1.4,STRAIGHT,-0.6
1.333877,0.1751488039008675,3.5,-0.5,STRAIGHT,-0.2
1.343906,0.18251972309166162,3.7,0.5,STRAIGHT,0.2
1.353935,0.18929926123488514,3.8,1.5,STRAIGHT,0.7
1.363964,0.1954187516058282,3.9,2.4,STRAIGHT,1.1
1.373993,0.2008121070560151,4.0,3.3,STRAIGHT,1.5
1.384022,0.20541892727769498,4.1,4.1,STRAIGHT,1.8
1.394052,0.20918643767407963,4.2,4.6,STRAIGHT,2.1
1.404081,0.21206770428923644,4.2,5.0,STRAIGHT,2.3
1.41411,0.21402495035791033,4.3,5.2,STRAIGHT,2.3
1.424139,0.21502977215591138,4.3,5.2,STRAIGHT,2.3
1.434168,0.21506246956852998,4.3,5.0,STRAIGHT,2.2
1.444197,0.2141135822811643,4.3,4.7,STRAIGHT,2.1
1.454227,0.21218388630634433,4.2,4.2,STRAIGHT,1.9
1.464256,0.20928520956472763,4.2,3.8,STRAIGHT,1.7
1.474285,0.2054398152921933,4.1,3.3,STRAIGHT,1.5
1.484314,0.20068004129031722,4.0,2.9,STRAIGHT,1.3
1.494343,0.19504859174353048,3.9,2.5,STRAIGHT,1.1
1.504372,0.18859761297760383,3.8,2.3,STRAIGHT,1.0
1.514402,0.18138798128261102,3.6,2.2,STRAIGHT,1.0
1.524431,0.17349052450293995,3.5,2.1,STRAIGHT,0.9
1.53446,0.1649813037710465,3.3,2.1,STRAIGHT,0.9
1.544489,0.15594119187841657,3.1,2.1,STRAIGHT,0.9
1.554518,0.14645795937657566,2.9,2.1,STRAIGHT,0.9
1.564548,0.13662002788975605,2.7,2.0,STRAIGHT,0.9
1.574577,0.12652083327536529,2.5,1.8,STRAIGHT,0.8
1.584606,0.11625253534203459,2.3,1.6,STRAIGHT,0.7
1.594635,0.1059042896807468,2.1,1.2,STRAIGHT,0.5
1.604664,0.09556438296304537,1.9,0.7,STRAIGHT,0.3
1.614693,0.08531751362534085,1.7,0.1,STRAIGHT,0.0
1.624723,0.07524315102660403,1.5,-0.5,STRAIGHT,-0.2
1.634752,0.06541674625496688,1.3,-1.2,STRAIGHT,-0.5
1.644781,0.05590581373243608,1.1,-1.8,STRAIGHT,-0.8
1.65481,0.04676985951648465,0.9,-2.4,STRAIGHT,-1.1
1.664839,0.03806254136333719,0.8,-3.0,STRAIGHT,-1.3
1.674869,0.029828633608922912,0.6,-3.4,STRAIGHT,-1.5
1.684898,0.022107440719038616,0.4,-3.8,STRAIGHT,-1.7
1.694927,0.014928179557124265,0.3,-4.1,STRAIGHT,-1.9
1.704956,0.008313341116775884,0.2,-4.3,STRAIGHT,-2.0
1.714985,0.0022768986554286288,0.0,-4.5,STRAIGHT,-2.0
1.725014,0.0031721819974236485,0.1,-4.7,STRAIGHT,-2.1
1.735044,0.008033025572289434,0.2,-4.7,STRAIGHT,-2.1
1.745073,0.012308394009812717,0.2,-4.8,STRAIGHT,-2.2
1.755102,0.01600757281850413,0.3,-4.8,STRAIGHT,-2.1
1.765131,0.01914503718340827,0.4,-4.7,STRAIGHT,-2.1
1.77516,0.021738093696593155,0.4,-4.5,STRAIGHT,-2.0
1.78519,0.02380740179602466,0.5,-4.2,STRAIGHT,-1.9
1.795219,0.0253753517689277,0.5,-3.7,STRAIGHT,-1.7
1.805248,0.026466903890118836,0.5,-3.2,STRAIGHT,-1.4
1.815277,0.02710798473030666,0.5,-2.5,STRAIGHT,-1.1
1.825306,0.027324680397328455,0.5,-1.7,STRAIGHT,-0.8
1.835335,0.027143161846493898,0.5,-0.8,STRAIGHT,-0.4
1.845365,0.02658900411478617,0.5,0.1,STRAIGHT,0.0
1.855394,0.02568690253226639,0.5,1.0,STRAIGHT,0.5
1.865423,0.024460341735231046,0.5,1.9,STRAIGHT,0.8
1.875452,0.022930936200773654,0.5,2.7,STRAIGHT,1.2
1.885481,0.021118660959065592,0.4,3.4,STRAIGHT,1.5
1.895511,0.019041532202261634,0.4,3.9,STRAIGHT,1.8
1.90554,0.016716172541641705,0.3,4.4,STRAIGHT,2.0
1.915569,0.014156793141233932,0.3,4.8,STRAIGHT,2.2
1.925598,0.011375459427497365,0.2,5.1,STRAIGHT,2.3
1.935627,0.008383269021356311,0.2,5.4,STRAIGHT,2.4
1.945656,0.005189373345097298,0.1,5.6,STRAIGHT,2.5
1.955686,0.0018014807819472323,0.0,5.8,STRAIGHT,2.6
1.965715,0.0017725523556101502,0.0,6.1,STRAIGHT,2.8
1.975744,0.005526270417513357,0.1,6.5,STRAIGHT,2.9
1.985773,0.00945440569661235,0.2,7.0,STRAIGHT,3.2
1.995802,0.013550753482670583,0.3,7.6,STRAIGHT,3.4
2.005832,0.017809264068213874,0.4,8.4,STRAIGHT,3.8
2.015861,0.02222234556853191,0.4,9.3,STRAIGHT,4.2
2.02589,0.02678244872684339,0.5,10.3,STRAIGHT,4.6
2.035919,0.03148116272446789,0.6,11.5,RIGHT,5.2
2.045948,0.03630834713145001,0.7,12.6,RIGHT,5.7
2.055978,0.04125300958290118,0.8,13.8,RIGHT,6.2
2.066007,0.046300702232845145,0.9,14.9,RIGHT,6.7
2.076036,0.051436454748681665,1.0,15.8,RIGHT,7.1
2.086065,0.056644661742752504,1.1,16.5,RIGHT,7.4
2.096094,0.061906606923358046,1.2,16.8,RIGHT,7.6
2.106124,0.06720247820422817,1.3,16.8,RIGHT,7.5
2.116153,0.07250959385482593,1.5,16.3,RIGHT,7.3
2.126182,0.07780530826060669,1.6,15.4,RIGHT,6.9
2.136211,0.08306628481217887,1.7,14.2,RIGHT,6.4
2.14624,0.08826676677060567,1.8,12.6,RIGHT,5.7
2.15627,0.09338176525358494,1.9,10.9,STRAIGHT,4.9
2.166299,0.09838415857126614,2.0,9.2,STRAIGHT,4.1
2.176328,0.10324758634989889,2.1,7.5,STRAIGHT,3.4
2.186357,0.10794734098849242,2.2,6.2,STRAIGHT,2.8
2.196386,0.1124579788689836,2.2,5.2,STRAIGHT,2.3
2.206415,0.11675519799204248,2.3,4.7,STRAIGHT,2.1
2.216445,0.12081666914722101,2.4,4.7,STRAIGHT,2.1
2.226474,0.12462072258319776,2.5,5.3,STRAIGHT,2.4
2.236504,0.12814947992816217,2.6,6.3,STRAIGHT,2.8
2.246532,0.1313860495954347,2.6,7.7,STRAIGHT,3.4
2.256562,0.13431718412077456,2.7,9.3,STRAIGHT,4.2
2.266592,0.13693216542072043,2.7,10.9,STRAIGHT,4.9
2.27662,0.139223121372238,2.8,12.6,RIGHT,5.7
2.286649,0.14118664847943005,2.8,14.0,RIGHT,6.3
2.296678,0.1428221509267275,2.9,15.0,RIGHT,6.8
2.306708,0.14413271205014358,2.9,15.6,RIGHT,7.0
2.316737,0.1451247674625192,2.9,15.7,RIGHT,7.1
2.326766,0.14580876710582746,2.9,15.2,RIGHT,6.8
2.336795,0.146198596241842,2.9,14.1,RIGHT,6.3
2.346824,0.14631127724748783,2.9,12.3,RIGHT,5.5
2.356853,0.1461670681717082,2.9,9.9,STRAIGHT,4.4
2.366883,0.14578902419765213,2.9,6.9,STRAIGHT,3.1
2.376912,0.14520293374763227,2.9,3.2,STRAIGHT,1.5
2.386941,0.1444365801240512,2.9,-0.9,STRAIGHT,-0.4
2.39697,0.14351959951324336,2.9,-5.6,STRAIGHT,-2.5
2.407,0.14248290099648772,2.8,-10.7,STRAIGHT,-4.8
2.417029,0.14135862250194964,2.8,-16.1,LEFT,-7.2
2.427058,0.14017909422330502,2.8,-21.6,LEFT,-9.7
2.437087,0.1389762463338425,2.8,-27.2,LEFT,-12.2
2.447116,0.137781807717423,2.8,-32.5,LEFT,-14.6
2.457146,0.136626272535081,2.7,-37.4,LEFT,-16.8
2.467176,0.13553852973959984,2.7,-41.6,LEFT,-18.7
2.477205,0.13454550810769203,2.7,-44.9,LEFT,-20.2
2.487233,0.13367143544166243,2.7,-47.1,LEFT,-21.2
2.497262,0.13293761257850495,2.7,-48.0,LEFT,-21.6
2.507292,0.13236212780662773,2.6,-47.5,LEFT,-21.4
2.517322,0.1319596732674708,2.6,-45.5,LEFT,-20.5
2.52735,0.13174083779917525,2.6,-42.0,LEFT,-18.9
2.537379,0.13171215300297817,2.6,-37.0,LEFT,-16.6
2.547408,0.13187610398077018,2.6,-30.8,LEFT,-13.8
2.557438,0.13223092161820216,2.6,-23.5,LEFT,-10.6
2.567467,0.13277049345896014,2.7,-15.5,LEFT,-7.0
2.577496,0.13348459781381447,2.7,-7.0,STRAIGHT,-3.2
2.587525,0.134359129173846,2.7,1.4,STRAIGHT,0.6
2.597554,0.13537598233311132,2.7,9.4,STRAIGHT,4.3
2.607584,0.13651376850568536,2.7,16.8,RIGHT,7.6
2.617613,0.13774753668003545,2.8,23.1,RIGHT,10.4
2.627642,0.13904964901861874,2.8,28.1,RIGHT,12.7
2.637671,0.14039050927379462,2.8,31.7,RIGHT,14.3
2.6477,0.14173818387924866,2.8,33.7,RIGHT,15.1
2.65773,0.14305953607266067,2.9,34.0,RIGHT,15.3
2.667759,0.144320366867349,2.9,32.9,RIGHT,14.8
2.677788,0.14548664673562633,2.9,30.3,RIGHT,13.6
2.687817,0.1465243371649935,2.9,26.5,RIGHT,11.9
2.697848,0.14740041722273634,2.9,21.7,RIGHT,9.7
2.707876,0.14808293778453777,3.0,16.0,RIGHT,7.2
2.717906,0.14854226043938143,3.0,9.7,STRAIGHT,4.4
2.727935,0.14875118074241012,3.0,3.1,STRAIGHT,1.4
2.737963,0.14868524068032402,3.0,-3.6,STRAIGHT,-1.6
2.747993,0.14832335840689467,3.0,-10.2,STRAIGHT,-4.6
2.758022,0.14764820547826163,3.0,-16.4,LEFT,-7.4
2.768051,0.14664662310881607,2.9,-22.0,LEFT,-9.9
2.77808,0.14530932968021643,2.9,-26.7,LEFT,-12.0
2.788109,0.14363170537997438,2.9,-30.1,LEFT,-13.6
2.798139,0.14161352373256653,2.8,-32.0,LEFT,-14.4
2.808168,0.13925985804286503,2.8,-32.1,LEFT,-14.5
2.818197,0.136579053966802,2.7,-30.2,LEFT,-13.6
2.828226,0.13358457637231888,2.7,-26.0,LEFT,-11.7
2.838255,0.13029413216461236,2.6,-19.5,LEFT,-8.8
2.848285,0.1267289215924466,2.5,-10.8,STRAIGHT,-4.9
2.858314,0.12291488311012048,2.5,-0.1,STRAIGHT,-0.0
2.868343,0.1188794396588429,2.4,12.3,RIGHT,5.5
2.878372,0.11465408902843816,2.3,25.7,RIGHT,11.6
2.888402,0.11027194622261338,2.2,39.5,RIGHT,17.8
2.898431,0.10576877124662323,2.1,52.8,RIGHT,23.8
2.90846,0.10118127806672444,2.0,65.0,RIGHT,29.2
2.918489,0.09654625202598667,1.9,75.1,RIGHT,33.8
2.928518,0.09190086231713446,1.8,82.4,RIGHT,37.1
2.938549,0.08728164238172983,1.7,86.3,RIGHT,38.8
2.948577,0.08272654020193884,1.7,86.5,RIGHT,38.9
2.958606,0.07826833966199043,1.6,83.0,RIGHT,37.3
2.968635,0.07394000144844305,1.5,75.8,RIGHT,34.1
2.978666,0.06977155901110364,1.4,65.4,RIGHT,29.4
2.988694,0.06579124793652866,1.3,52.5,RIGHT,23.6
2.998723,0.062022972083325384,1.2,37.9,RIGHT,17.0
3.008752,0.05848689499742425,1.2,22.5,RIGHT,10.1
3.018781,0.05520053921171723,1.1,7.1,STRAIGHT,3.2
3.028811,0.05217660470131611,1.0,-7.3,STRAIGHT,-3.3
3.03884,0.04942489158005367,1.0,-20.2,LEFT,-9.1
3.048869,0.0469505304900748,0.9,-31.1,LEFT,-14.0
3.058898,0.04475419732447701,0.9,-39.8,LEFT,-17.9
3.068927,0.042833057116562476,0.9,-46.0,LEFT,-20.7
3.078957,0.04118026219529346,0.8,-50.1,LEFT,-22.5
3.088986,0.039785944726201776,0.8,-52.2,LEFT,-23.5
3.099015,0.03863565713508336,0.8,-52.8,LEFT,-23.8
3.109044,0.03771248084495454,0.8,-52.2,LEFT,-23.5
3.119074,0.036996386084642716,0.7,-50.8,LEFT,-22.8
3.129103,0.036464823597469956,0.7,-48.9,LEFT,-22.0
3.139132,0.036092900225307624,0.7,-47.0,LEFT,-21.2
3.149161,0.035853814578097463,0.7,-45.2,LEFT,-20.3
3.15919,0.03571932861974464,0.7,-43.6,LEFT,-19.6
3.16922,0.03566002573286777,0.7,-42.1,LEFT,-19.0
3.17925,0.03564576628919857,0.7,-40.9,LEFT,-18.4
3.189279,0.03564598892511348,0.7,-39.8,LEFT,-17.9
3.199307,0.035630145988699444,0.7,-38.6,LEFT,-17.4
3.209338,0.03556802640213209,0.7,-37.2,LEFT,-16.7
3.219366,0.03543013521325201,0.7,-35.5,LEFT,-16.0
3.229396,0.03518801173584546,0.7,-33.5,LEFT,-15.1
3.239425,0.03481449156316637,0.7,-31.1,LEFT,-14.0
3.249453,0.034284117037577375,0.7,-28.4,LEFT,-12.8
3.259483,0.03357322924744848,0.7,-25.3,LEFT,-11.4
3.269512,0.03266065597607811,0.7,-22.0,LEFT,-9.9
3.279542,0.03152723224334863,0.6,-18.5,LEFT,-8.3
3.28957,0.030156754674493573,0.6,-15.1,LEFT,-6.8
3.2996,0.028535533630654142,0.6,-11.8,LEFT,-5.3
3.309629,0.026653417218884375,0.5,-8.8,STRAIGHT,-3.9
3.319658,0.024503346288750148,0.5,-6.1,STRAIGHT,-2.7
3.329688,0.022080937889793595,0.4,-3.8,STRAIGHT,-1.7
3.339717,0.019385992547964106,0.4,-2.0,STRAIGHT,-0.9
3.349746,0.016421621459914475,0.3,-0.8,STRAIGHT,-0.4
3.359775,0.013195183543005284,0.3,-0.3,STRAIGHT,-0.1
3.369804,0.009716783658820689,0.2,-0.4,STRAIGHT,-0.2
3.379833,0.0060010200670817535,0.1,-1.2,STRAIGHT,-0.5
3.389864,0.0020657515931295804,0.0,-2.6,STRAIGHT,-1.2
3.399893,0.002065805445073394,0.0,-4.6,STRAIGHT,-2.1
3.409922,0.0063678201614517085,0.1,-7.1,STRAIGHT,-3.2
3.419951,0.010811294820712568,0.2,-9.8,STRAIGHT,-4.4
3.429979,0.01536205955417526,0.3,-12.7,LEFT,-5.7
3.44001,0.019983564347055522,0.4,-15.4,LEFT,-6.9
3.450039,0.024633785320685973,0.5,-17.8,LEFT,-8.0
3.460067,0.029269528828967942,0.6,-19.7,LEFT,-8.8
3.470096,0.03384358920665351,0.7,-20.7,LEFT,-9.3
3.480126,0.03830621363565615,0.8,-21.0,LEFT,-9.4
3.490156,0.042603592212523154,0.9,-20.3,LEFT,-9.1
3.500184,0.0466807477721506,0.9,-18.8,LEFT,-8.5
3.510213,0.050481577247317055,1.0,-16.6,LEFT,-7.5
3.520242,0.05394725315948168,1.1,-14.0,LEFT,-6.3
3.530272,0.05701824825343597,1.1,-11.2,LEFT,-5.0
3.540301,0.05963346054376999,1.2,-8.5,STRAIGHT,-3.8
3.55033,0.061733466700808495,1.2,-6.4,STRAIGHT,-2.9
3.560359,0.06325809424578746,1.3,-5.1,STRAIGHT,-2.3
3.570389,0.06414836736508632,1.3,-4.9,STRAIGHT,-2.2
3.580418,0.06434679963052051,1.3,-5.9,STRAIGHT,-2.7
3.590448,0.06379840927760388,1.3,-8.3,STRAIGHT,-3.7
3.600477,0.062450785488299944,1.2,-11.8,LEFT,-5.3
3.610506,0.060254877163160366,1.2,-16.2,LEFT,-7.3
3.620536,0.057165878185891285,1.1,-21.2,LEFT,-9.6
3.630565,0.05314376745026404,1.1,-26.4,LEFT,-11.9
3.640594,0.048153142999775876,1.0,-31.0,LEFT,-14.0
3.650623,0.04216424334123121,0.8,-34.7,LEFT,-15.6
3.660653,0.0351531032500684,0.7,-36.8,LEFT,-16.5
3.670682,0.027105269229775658,0.5,-36.9,LEFT,-16.6
3.68071,0.01800935157310442,0.4,-34.8,LEFT,-15.7
3.69074,0.007862824940048438,0.2,-30.6,LEFT,-13.7
3.70077,0.003330340418003451,0.1,-24.2,LEFT,-10.9
3.710799,0.015554967568883719,0.3,-16.3,LEFT,-7.3
3.720827,0.028790400267187804,0.6,-7.3,STRAIGHT,-3.3
3.730856,0.043011323330672646,0.9,1.9,STRAIGHT,0.9
3.740886,0.058183013360114076,1.2,10.7,STRAIGHT,4.8
3.750915,0.0742586107793013,1.5,18.2,RIGHT,8.2
3.760944,0.09118921013397142,1.8,24.0,RIGHT,10.8
3.770973,0.10892106040524627,2.2,27.7,RIGHT,12.5
3.781002,0.1273895332832163,2.5,29.0,RIGHT,13.1
3.791032,0.14652934778865295,2.9,28.1,RIGHT,12.7
3.801061,0.16626174901340357,3.3,25.3,RIGHT,11.4
3.81109,0.18651483537744237,3.7,20.8,RIGHT,9.4
3.821119,0.20720595950186532,4.1,15.4,RIGHT,6.9
3.831149,0.22825382563035834,4.6,9.4,STRAIGHT,4.2
3.841178,0.2495668451255055,5.0,3.5,STRAIGHT,1.6
3.851208,0.27106585679025097,5.4,-2.0,STRAIGHT,-0.9
3.861237,0.2926602352336366,5.9,-6.7,STRAIGHT,-3.0
3.871267,0.31426714137448386,6.3,-10.3,STRAIGHT,-4.6
3.881296,0.33579850527114036,6.7,-12.9,LEFT,-5.8
3.891324,0.3571702814624829,7.1,-14.4,LEFT,-6.5
3.901354,0.37830733466015437,7.6,-14.9,LEFT,-6.7
3.911384,0.3991339220735909,8.0,-14.8,LEFT,-6.7
3.921413,0.4195724081602386,8.4,-14.1,LEFT,-6.4
3.931441,0.4395549996814709,8.8,-13.2,LEFT,-5.9
3.94147,0.45902283307061453,9.2,-12.1,LEFT,-5.5
3.9515,0.47791664139654133,9.6,-11.2,LEFT,-5.0
3.96153,0.4961847174854108,9.9,-10.4,STRAIGHT,-4.7
3.971558,0.5137749511311145,10.3,-9.9,STRAIGHT,-4.5
3.981587,0.5306517170510122,10.6,-9.8,STRAIGHT,-4.4
3.991616,0.5467782042354236,10.9,-9.9,STRAIGHT,-4.5
4.001646,0.5621246432459835,11.2,-10.5,STRAIGHT,-4.7
4.011675,0.5766631720753674,11.5,-11.4,LEFT,-5.1
4.021704,0.590378253042321,11.8,-12.6,LEFT,-5.6
4.031733,0.6032535785933761,12.1,-14.0,LEFT,-6.3
4.041763,0.6152814414663031,12.3,-15.8,LEFT,-7.1
4.051792,0.6264532237663532,12.5,-17.8,LEFT,-8.0
4.061822,0.6367673169249999,12.7,-20.0,LEFT,-9.0
