time,seconds_elapsed,z,y,x
1768558756667608000,0.065608154296875,0.0025931198615580797,0.010123474523425102,-0.021914353594183922
1768558756677637000,0.07563720703125,-0.006884271278977394,0.0076334187760949135,-0.01583142764866352
1768558756687666200,0.085666259765625,-0.007866178639233112,0.0025427863001823425,-0.012539493851363659
1768558756697695000,0.095695068359375,-0.007996140979230404,-0.0022916500456631184,-0.0026996464002877474
1768558756707724000,0.10572412109375,-0.0052110073156654835,-0.00395852280780673,-0.0002844255941454321
1768558756717753000,0.115753173828125,0.0006029396899975836,-0.003576092654839158,-0.002537459833547473
1768558756727782000,0.125781982421875,0.0001637844106880948,-0.003272492438554764,0.00043569316039793193
1768558756737811200,0.135811279296875,0.007075752597302198,0.011100588366389275,0.01738431677222252
1768558756747841000,0.145841064453125,0.05795437842607498,-0.0027957865968346596,-0.03451882675290108
1768558756757870000,0.1558701171875,-0.0009203884401358664,0.043054793030023575,-0.035719648003578186
1768558756767899100,0.165899169921875,-0.004926315508782864,0.04608387127518654,-0.03032861091196537
1768558756777928200,0.17592822265625,-0.0070760189555585384,0.08827713131904602,-0.052508749067783356
1768558756787957000,0.18595703125,-0.013460149057209492,0.11119017004966736,-0.06782511621713638
1768558756797986000,0.195986083984375,-0.012842295691370964,0.10966923832893372,-0.059299275279045105
1768558756808015000,0.20601513671875,-0.006299707572907209,0.07441537827253342,-0.06082659959793091
1768558756818044000,0.2160439453125,-0.0023518374655395746,0.04683301970362663,-0.04277489334344864
1768558756828073000,0.226072998046875,-0.0009089368977583945,0.02249865047633648,-0.02792058140039444
1768558756838103000,0.23610302734375,0.008577508851885796,0.0065684206783771515,-0.019702065736055374
1768558756848132000,0.246132080078125,0.010574880056083202,-0.011634285561740398,0.0019707391038537025
1768558756858161000,0.256160888671875,0.015320632606744766,0.01392700057476759,-0.011451326310634613
1768558756868190000,0.26618994140625,0.0866004079580307,-0.03743472322821617,-0.06302237510681152
1768558756878219000,0.276218994140625,-0.0036962011363357306,-0.14328205585479736,0.14230307936668396
1768558756888248000,0.286248046875,-0.048527587205171585,-0.01498107984662056,0.01782240718603134
1768558756898277000,0.296277099609375,0.03221119940280914,-0.0014674017438665032,-0.02215084247291088
1768558756908306200,0.30630615234375,0.0020607539918273687,-0.01594754122197628,0.01775556057691574
1768558756918335000,0.3163349609375,-0.03239575773477554,0.008100536651909351,-0.013290238566696644
1768558756928364000,0.326364013671875,-0.003328951308503747,-0.0021973741240799427,-0.010425476357340813
1768558756938394000,0.33639404296875,-0.013215936720371246,0.0014495585346594453,-0.01083027757704258
1768558756948423200,0.346423095703125,-0.014658304862678051,0.00376064982265234,-0.00905661191791296
1768558756958452000,0.356451904296875,-0.0049460227601230145,0.0008245146600529552,-0.006842193193733692
1768558756968481000,0.36648095703125,-0.0031169636640697718,0.005672266706824303,-0.010861968621611595
1768558756978510000,0.376510009765625,-0.0019419770687818527,0.011144263669848442,-0.014873487874865532
1768558756988539000,0.386538818359375,-0.0022011026740074158,0.01913241483271122,-0.014050571247935295
1768558756998568000,0.39656787109375,-0.00629038643091917,0.01847727783024311,-0.01332992035895586
1768558757008597200,0.40659716796875,-0.013502758927643299,0.01654222421348095,-0.009816145524382591
1768558757018626000,0.4166259765625,-0.02425207570195198,0.015675898641347885,-0.011751198209822178
1768558757028656000,0.42665625,-0.03429405763745308,0.012769324705004692,-0.006638195365667343
1768558757038685200,0.436685302734375,-0.031619977205991745,0.01019937451928854,-0.006687463726848364
1768558757048714200,0.44671435546875,-0.01792067661881447,0.006161755882203579,-0.006856574676930904
1768558757058743000,0.456742919921875,-0.004203266929835081,0.0018975022248923779,-0.008769256994128227
1768558757068772000,0.466772216796875,0.0013496900210157037,0.029202893376350403,0.0258070956915617
1768558757078801200,0.47680126953125,0.0883525013923645,-0.03062395565211773,-0.008843026123940945
1768558757088830000,0.486829833984375,-0.02756025455892086,0.02040513977408409,-0.03682885318994522
1768558757098859000,0.49685888671875,-0.002110022585839033,-0.022658174857497215,0.03725895658135414
1768558757108888000,0.50688818359375,-0.00025832661776803434,0.0014564828015863895,-0.01588149555027485
1768558757118916900,0.516916748046875,-0.013578658923506737,-0.007760184817016125,0.010247045196592808
1768558757128947000,0.526947021484375,-0.007592672016471624,-0.005817142780870199,0.0030479878187179565
1768558757138976000,0.53697607421875,-0.005883455276489258,0.0019006980583071709,-0.011753329075872898
1768558757149005000,0.547005126953125,-0.004792091902345419,-0.0029435919132083654,-0.0013816480059176683
1768558757159034000,0.5570341796875,-0.006148173473775387,0.0029411951545625925,-0.012178102508187294
1768558757169063200,0.567063232421875,-0.011549063958227634,0.00009933590627042577,-0.004043477587401867
1768558757179092200,0.57709228515625,-0.020604077726602554,0.0022445120848715305,-0.004064250271767378
1768558757189121000,0.58712109375,-0.017706824466586113,0.0017949705943465233,-0.006844324059784412
1768558757199150000,0.597150146484375,-0.019269036129117012,-0.0017414409667253494,0.0006815029191784561
1768558757209179100,0.60717919921875,-0.009734386578202248,-0.004318581894040108,-0.0004673847579397261
1768558757219208000,0.6172080078125,-0.007715710438787937,-0.0037268276792019606,-0.0005339637864381075
1768558757229237000,0.627237060546875,-0.005907157436013222,-0.00894129741936922,0.005674663465470076
1768558757239267000,0.63726708984375,-0.005886118393391371,-0.00899642426520586,0.005852030124515295
1768558757249296000,0.6472958984375,-0.004604605492204428,-0.007919708266854286,0.004664793144911528
1768558757259325000,0.657324951171875,-0.005083441734313965,-0.007648332044482231,0.003998470026999712
1768558757269354000,0.66735400390625,-0.004466653801500797,-0.012231365777552128,0.004204865079373121
1768558757279383000,0.677383056640625,-0.004427505191415548,-0.0065385932102799416,-0.00015180018090177327
1768558757289412000,0.687412109375,-0.005535380449146032,-0.0003081277245655656,-0.007702394388616085
1768558757299441200,0.697441162109375,-0.0038035267498344183,0.0017209346406161785,-0.009613212198019028
1768558757309470200,0.70747021484375,-0.007030212786048651,0.0016205335268750787,-0.010978614911437035
1768558757319499000,0.7174990234375,-0.007674431428313255,0.00145195540972054,-0.010934939607977867
1768558757329528000,0.727528076171875,-0.00689199473708868,0.0019622170366346836,-0.007949003018438816
1768558757339558100,0.73755810546875,-0.004208593629300594,-0.001856489572674036,-0.004059722647070885
1768558757349586700,0.747586669921875,-0.0018239989876747131,-0.00424268189817667,-0.0035369442775845528
1768558757359615500,0.757615478515625,-0.005032042972743511,-0.006902114488184452,0.0032653016969561577
1768558757369644500,0.76764453125,-0.001680720946751535,-0.008859271183609962,0.005705290008336306
1768558757379673600,0.777673583984375,-0.0029635655228048563,-0.008400142192840576,0.0009720537927933037
1768558757389702700,0.78770263671875,-0.002743055811151862,-0.008730107918381691,0.0023968450259417295
1768558757399731700,0.797731689453125,-0.0017646105261519551,-0.008865130133926868,0.0009917612187564373
1768558757409760800,0.8077607421875,-0.0006053365068510175,-0.007074953522533178,-0.0015430354978889227
1768558757419789600,0.81778955078125,0.0009062737226486206,-0.005291967187076807,-0.001508414396084845
1768558757429818600,0.827818603515625,0.0002069276088150218,-0.008856608532369137,-0.0013044163351878524
1768558757439847700,0.83784765625,0.0018881811993196607,-0.0027060380671173334,-0.0033750240691006184
1768558757449877800,0.847877685546875,-0.0007534082396887243,-0.0013203952694311738,-0.0041215079836547375
1768558757459906600,0.857906494140625,-0.003931358456611633,-0.0007424892974086106,-0.0037204360123723745
1768558757469935600,0.867935546875,-0.0028788771014660597,0.006124737672507763,-0.006295979022979736
1768558757479964700,0.877964599609375,0.005052815657109022,0.07457569986581802,0.007742874324321747
1768558757489993500,0.887993408203125,0.0008024104172363877,0.07294797897338867,-0.010416688397526741
1768558757500022500,0.8980224609375,-0.00019574233738239855,0.08231617510318756,-0.0019896477460861206
1768558757510051800,0.9080517578125,0.0026876621413975954,0.072941854596138,-0.013655890710651875
1768558757520080600,0.91808056640625,-0.0018943065078929067,0.05529681220650673,-0.014873754233121872
1768558757538885600,0.9368857421875,-0.0051835766062140465,0.0010458233300596476,-0.010273676365613937
1768558757548914700,0.946914794921875,-0.003388606244698167,-0.002802710747346282,-0.007894141599535942
1768558757558943700,0.95694384765625,-0.0017531589837744832,0.00009054747351910919,-0.006450176239013672
1768558757568972500,0.96697265625,0.0035518580116331577,-0.0021435783710330725,-0.005605954211205244
1768558757579001600,0.977001708984375,0.00526773277670145,-0.004622981417924166,-0.0010892328573390841
1768558757589030700,0.98703076171875,0.006424875929951668,-0.004984372295439243,-0.0023435817565768957
1768558757599059500,0.9970595703125,0.007672034204006195,-0.008115717209875584,-0.000630902883131057
1768558757609088800,1.0070888671875,0.009249957278370857,-0.006543120369315147,0.0012037487467750907
1768558757619117800,1.017117919921875,0.01044358592480421,-0.0048916940577328205,-0.0015627428656443954
1768558757629147600,1.027147705078125,0.011124024167656898,-0.004661597311496735,-0.003681021276861429
1768558757639176700,1.0371767578125,0.010088587179780006,-0.0038748993538320065,-0.003955593332648277
1768558757649205800,1.047205810546875,-0.00045087316539138556,-0.0013771206140518188,-0.006137254647910595
1768558757659234800,1.05723486328125,-0.005533782299607992,-0.001645567244850099,-0.005982525181025267
1768558757669263600,1.067263671875,-0.007993478327989578,-0.0033896714448928833,-0.002633866388350725
1768558757679292700,1.077292724609375,-0.006477872841060162,-0.002234125742688775,-0.0029031119775027037
1768558757689321700,1.08732177734375,-0.0043678502552211285,-0.005081044975668192,-0.0008607336785644293
1768558757699350500,1.0973505859375,0.00011611382069531828,-0.004993160720914602,0.0004410194815136492
1768558757709379600,1.107379638671875,0.0046781087294220924,-0.005375590641051531,-0.0004548678989522159
1768558757719408600,1.11740869140625,0.00923397857695818,-0.005951365921646357,-0.00014567491598427296
1768558757729437700,1.127437744140625,0.011508584022521973,-0.004120176658034325,0.002061286708340049
1768558757739467500,1.137467529296875,0.009563677944242954,-0.0024740765802562237,-0.0027499801944941282
1768558757749496600,1.14749658203125,0.010089918039739132,-0.002752110594883561,-0.0025718146935105324
1768558757759525600,1.157525634765625,0.002478603972122073,-0.0018793927738443017,-0.004393949639052153
1768558757769554700,1.1675546875,-0.00013768543431069702,-0.0010673949727788568,-0.006316218990832567
1768558757779583700,1.177583740234375,-0.008129831403493881,-0.0010197244118899107,-0.0057228668592870235
1768558757789612500,1.187612548828125,-0.01344763208180666,0.00047830372932367027,-0.008153799921274185
1768558757799641600,1.1976416015625,-0.013856160454452038,0.0010724549647420645,-0.007911984808743
1768558757809670700,1.207670654296875,-0.015911055728793144,-0.0002085255109705031,-0.008477107621729374
1768558757819699500,1.217699462890625,-0.015957927331328392,-0.0004463458026293665,-0.006446714047342539
1768558757829728500,1.227728515625,-0.007214503362774849,-0.0007938882918097079,-0.0062666842713952065
1768558757839757600,1.237757568359375,-0.0011374361347407103,-0.0028043086640536785,-0.004207528196275234
1768558757849787000,1.247786865234375,0.0025220136158168316,-0.0034027209039777517,-0.003537476761266589
1768558757859816400,1.25781640625,0.0016615461790934205,-0.0035273567773401737,-0.003373426152393222
1768558757869845500,1.267845458984375,0.0018780612153932452,-0.002254898427054286,-0.0037734329234808683
1768558757879874800,1.277874755859375,-0.0007693872321397066,-0.0022711437195539474,-0.00256355875171721
1768558757889903600,1.287903564453125,-0.003132942598313093,-0.00162399560213089,-0.005319930613040924
1768558757899932700,1.2979326171875,-0.015263641253113747,-0.0009989517275243998,-0.0057289921678602695
1768558757909961700,1.307961669921875,-0.016586966812610626,-0.0001483380765421316,-0.008830509148538113
1768558757919990500,1.317990478515625,-0.01757233589887619,0.0011771172285079956,-0.009425992146134377
1768558757930019600,1.32801953125,-0.01823759265244007,-0.000248472933890298,-0.008927981369197369
1768558757940048600,1.338048583984375,-0.008585232309997082,0.0012855078093707561,-0.010602043941617012
1768558757950077400,1.348077392578125,-0.0019718045368790627,0.00011478224041638896,-0.007755391299724579
1768558757960106500,1.3581064453125,-0.0015781891997903585,-0.001984054921194911,-0.005331914871931076
1768558757970135800,1.3681357421875,0.004583566449582577,-0.002071140334010124,-0.004926581867039204
1768558757980165600,1.37816552734375,0.0011430287268012762,-0.005103681702166796,-0.001193096162751317
1768558757990194400,1.3881943359375,-0.0008088020258583128,-0.004698881413787603,-0.0018373148050159216
1768558758000223700,1.3982236328125,0.0014213290996849537,-0.005091697443276644,0.001255414099432528
1768558758010252800,1.408252685546875,0.002457032445818186,-0.0057433731853961945,0.0003110571997240186
1768558758020281600,1.418281494140625,0.000660463934764266,-0.003640541108325124,-0.0016753945965319872
1768558758030310700,1.428310546875,-0.004744687583297491,-0.0023007048293948174,-0.002948119305074215
1768558758040339700,1.438339599609375,-0.00780625781044364,-0.0005363606614992023,-0.0031931300181895494
1768558758050368500,1.448368408203125,-0.005232844967395067,-0.0003275688213761896,-0.0052144695073366165
1768558758060397600,1.4583974609375,-0.006977482233196497,-0.00039308256236836314,-0.007361776195466518
1768558758070426600,1.468426513671875,-0.0065314024686813354,-0.0017014936311170459,-0.005262406077235937
1768558758080455400,1.478455322265625,-0.006983873434364796,-0.0018871158827096224,-0.003946538548916578
1768558758090485500,1.488485595703125,-0.008595884777605534,-0.0016069513512775302,-0.004758802708238363
1768558758100514600,1.4985146484375,-0.007799866143614054,-0.0019853864796459675,-0.0030751521699130535
1768558758110543600,1.508543701171875,-0.006295179948210716,-0.0012921657180413604,-0.0029145635198801756
1768558758120572700,1.51857275390625,-0.0034384073223918676,-0.002304965863004327,-0.0034850125666707754
1768558758130601700,1.528601806640625,-0.00247540813870728,-0.0029489181470125914,-0.0024836640805006027
1768558758140630800,1.538630859375,0.0003020024741999805,-0.0018884475575760007,-0.0034147051628679037
1768558758150659600,1.54865966796875,0.0014056164072826505,-0.004396612755954266,-0.003368099918588996
1768558758160688600,1.558688720703125,-0.00008442220860160887,-0.0028330706991255283,-0.0026045716367661953
1768558758170717700,1.5687177734375,0.0007400924805551767,-0.0038312235847115517,-0.002373941708356142
